median_household_income,state,county
37374,21,087
52019,21,091
35125,21,159
53168,21,093
50445,21,149
42826,21,183
36958,21,197
40947,21,233
44940,21,033
34457,21,045
41235,21,047
37906,21,085
51447,21,103
45738,21,107
32143,21,109
39230,21,125
50731,21,157
57963,21,163
41974,21,173
41354,21,181
97597,21,185
45338,21,187
36468,21,203
66966,21,209
52007,21,227
40893,21,003
51462,21,017
46165,21,019
60534,21,029
43169,21,055
54918,21,067
28559,21,075
37559,21,115
39905,21,165
34419,21,175
31046,21,193
22458,21,237
26250,21,051
24628,21,013
26376,21,025
41615,21,083
37795,21,099
34039,21,231
38544,21,155
52279,21,221
75043,21,015
30798,21,131
28790,21,121
31813,21,127
46076,21,139
34081,21,195
64240,21,211
54160,21,005
48189,21,027
55068,21,073
61606,21,117
48687,21,151
29516,21,153
25530,21,189
48311,21,213
39055,21,217
41865,21,219
39664,21,039
31115,21,053
50204,21,077
49888,21,079
42213,21,069
59782,21,037
50690,22,113
66620,22,089
31813,22,029
23870,22,107
50661,22,093
40792,22,043
52558,22,051
30300,22,013
53806,22,015
55000,22,023
48129,22,037
54821,22,095
52386,22,075
41314,22,073
44852,22,079
34985,22,117
33288,22,097
46297,22,105
41177,22,001
40485,22,101
36528,22,123
67706,22,103
43083,22,111
32174,22,021
40866,22,017
21161,22,035
76589,22,005
54726,22,055
45274,22,045
46011,22,087
39895,22,091
60908,22,121
44230,22,031
33446,22,081
63159,22,063
27795,22,069
39576,22,071
38854,22,025
49452,22,019
35466,22,041
44744,22,007
38523,22,049
34422,22,083
47974,22,099
35398,22,127
52719,22,033
41009,22,003
27810,22,065
47275,23,017
51564,23,027
49374,23,019
51412,23,001
39824,23,003
69708,23,005
55402,23,013
65538,23,031
48053,23,007
42491,23,025
61145,24,047
48840,24,510
67204,24,041
85942,24,025
117730,24,027
97810,24,003
74127,24,005
104301,24,009
49619,24,023
106287,24,031
93363,24,013
92167,24,035
90438,24,037
95924,24,017
52145,24,019
59719,24,043
56608,24,045
72845,24,015
54956,24,011
64582,25,025
70621,25,001
71224,25,007
97012,25,017
56674,25,003
66157,25,005
53403,25,013
85654,25,023
75878,25,009
59522,25,011
99511,25,021
67044,25,015
105171,25,019
61514,26,115
59883,26,005
48392,26,059
46007,26,003
46217,26,127
63831,26,089
37369,26,035
49779,26,083
44408,26,073
67468,26,139
47694,26,157
41991,26,007
54343,26,067
59271,26,111
49135,26,021
40255,26,135
47443,26,039
67482,26,037
44991,26,057
46320,26,063
53972,26,091
49663,26,105
47000,26,117
50117,26,149
55240,26,147
69434,26,161
40769,26,011
53571,26,027
38918,26,071
40302,26,143
45321,26,163
50536,26,023
51431,26,075
46507,26,097
52589,26,009
42852,26,061
42102,26,069
34631,26,085
42305,26,119
46439,26,141
54431,26,077
44460,26,107
50771,26,103
46724,26,123
42689,26,133
52645,26,137
47426,26,025
46161,26,031
42255,26,095
60351,26,081
60466,26,099
46919,26,145
54742,26,155
42444,26,013
48005,26,017
53207,26,029
62474,26,045
46490,26,041
38798,26,053
54055,26,047
31023,05,147
43391,05,023
42460,05,025
33174,05,067
41355,05,057
33708,05,135
36162,05,137
49629,05,143
41481,05,005
39635,05,003
45868,05,031
47497,05,055
32412,05,073
46071,05,105
29263,05,107
39277,05,111
46667,05,133
42361,05,149
44022,05,013
39752,05,019
39510,05,011
35190,05,095
37035,05,113
34887,05,103
39896,05,101
45388,05,081
43505,05,015
41903,05,091
42475,06,033
51199,06,043
52624,06,115
93712,06,013
56362,06,035
71657,06,083
76753,06,097
45834,06,025
63018,06,051
92574,06,001
63902,06,067
84753,06,055
66676,06,053
48125,06,091
74855,06,073
65923,06,113
45528,06,023
64688,06,003
49233,06,045
78041,06,087
64251,06,037
63948,06,065
116178,06,085
110217,06,041
44200,06,093
50905,06,089
45258,06,015
47395,06,021
48443,06,007
53270,06,063
70699,06,079
52479,06,029
85398,06,059
58151,06,009
56955,06,101
113776,06,081
56493,06,109
61145,06,077
61198,06,005
50724,08,095
50753,08,007
63793,08,031
39784,08,061
36705,08,055
37500,08,009
54580,08,015
75120,08,047
51046,08,063
72898,08,045
54979,08,051
78943,08,059
61058,08,079
62230,08,091
55543,08,103
45188,08,115
34746,08,021
30593,08,023
67575,08,001
84685,08,037
46918,08,065
52807,08,081
71244,08,097
55227,08,017
37586,08,025
41714,08,033
48828,08,057
67664,08,069
46797,08,083
64478,08,113
78642,08,013
41945,08,071
48394,08,125
74273,08,107
77589,08,117
69936,08,019
44512,08,029
44634,08,101
51626,08,087
66861,08,093
53683,08,077
40097,08,099
65334,08,041
49375,08,121
73925,08,005
89624,08,014
67128,09,009
72321,09,003
64774,09,015
84761,09,007
84916,09,013
70996,10,003
60853,10,005
82604,11,001
62048,12,091
36934,12,123
37188,12,133
53473,12,031
46197,12,007
54359,12,009
62653,12,019
39543,12,067
51884,12,069
66297,12,089
51454,12,103
48500,12,105
49373,12,111
39879,12,043
40728,12,051
52336,12,061
39002,12,063
59943,12,099
77323,12,109
63760,12,117
48982,12,086
51829,12,005
53872,12,035
42855,12,037
34583,12,047
37363,12,077
55228,12,119
40922,12,039
38608,12,059
54691,12,071
43361,12,083
65675,12,021
54335,12,095
50417,12,101
37314,12,055
42686,12,121
35057,12,027
38609,12,013
44491,12,023
38237,12,029
35649,12,107
41770,12,125
56036,12,081
37634,12,075
61769,12,003
46760,12,127
51201,12,073
35509,12,079
49286,12,033
46030,12,053
31725,13,037
31999,13,193
39931,13,021
44309,13,197
41276,13,249
45029,13,023
35629,13,093
40198,13,119
65153,13,103
41464,13,171
34946,13,107
30000,13,239
43284,13,159
39813,13,167
45959,13,179
37027,13,205
34338,13,253
42790,13,277
33037,13,289
43491,13,233
36213,13,263
33442,13,269
38015,13,273
40112,13,275
36575,13,279
37583,13,319
32705,13,017
42773,13,033
55125,13,047
46453,13,053
36107,13,055
76938,13,073
39148,13,087
46367,13,115
101743,13,117
49140,13,137
41390,13,185
36351,13,199
54050,13,207
36205,13,261
31797,13,265
37188,13,007
41845,13,035
32937,13,043
49608,13,045
43257,13,079
35096,13,081
70717,13,077
75153,13,067
44471,13,083
58370,13,297
34322,13,027
35757,13,091
37943,13,105
87272,13,113
27311,13,165
53309,13,217
64512,13,227
35472,13,071
65805,13,085
45778,13,063
59898,13,139
31984,13,141
39199,13,189
62530,13,211
48094,13,149
37633,13,095
45647,13,111
58770,13,153
37369,13,175
42671,13,255
30288,13,271
44978,13,291
38092,13,303
46288,13,311
66467,13,223
58765,13,231
40644,13,245
38034,13,267
37163,13,019
43650,13,295
67769,13,135
57348,13,013
40283,13,049
25236,13,065
55452,13,015
62147,13,097
42348,13,131
36531,13,161
40728,13,209
44927,13,221
30914,13,243
57049,13,247
39887,13,299
44869,13,305
27626,13,309
36077,13,315
39426,13,009
41789,13,031
36889,13,059
34447,13,101
50672,13,127
46353,13,143
34300,13,163
53155,13,169
45238,13,213
45389,13,215
40902,13,241
25385,13,259
37606,13,283
32339,13,155
34877,13,003
36964,13,005
37031,13,025
37206,16,087
50918,16,031
43001,16,045
55299,16,085
45319,16,003
54174,16,069
54457,16,055
41326,16,061
50778,16,083
40430,16,073
53942,16,015
42250,16,023
59611,16,029
63137,16,001
49739,16,005
51288,16,011
38393,16,025
49143,16,027
60162,16,051
45466,16,057
50289,16,075
46507,16,009
35341,16,033
46715,16,039
53311,16,043
39091,16,079
39113,16,049
59297,15,001
77117,15,009
78482,15,007
61875,15,005
56747,17,083
65034,17,155
55591,17,039
44432,17,051
57901,17,103
57899,17,107
53778,17,117
48724,17,159
41167,17,165
59469,17,189
50304,17,135
53828,17,195
51398,17,001
65010,17,027
61086,17,037
49766,17,047
54951,17,079
47617,17,081
83504,17,197
49053,17,199
54218,17,041
50180,17,057
46052,17,061
43081,17,069
57250,17,073
43709,17,095
86244,17,097
42604,17,127
53973,17,171
51997,17,017
56243,17,099
51549,17,067
74140,17,063
57981,17,091
88711,17,043
60466,17,167
69102,17,129
62088,17,031
59707,17,141
48508,17,137
48016,17,177
47773,17,193
71867,17,203
52712,17,071
84803,17,111
65813,17,113
48298,17,145
42664,17,149
52630,17,161
53681,17,163
51432,17,185
54392,17,013
53376,17,035
57083,17,085
76912,17,089
45654,17,101
58762,17,009
55901,17,123
51825,17,075
52415,17,021
48691,17,025
42500,17,059
37802,17,077
81268,17,133
54770,17,143
49182,17,181
52743,17,201
69271,17,147
33799,17,153
46151,17,169
52260,17,175
51109,17,045
58097,17,005
66898,17,007
55940,17,011
51228,17,015
44071,17,029
49233,17,033
47075,18,105
49887,18,045
55399,18,039
43875,18,025
47545,18,017
46692,18,097
53021,18,021
78355,18,063
58382,18,047
42593,18,053
49506,18,071
50869,18,067
48667,18,119
45601,18,135
61153,18,183
61455,18,013
52488,18,023
48227,18,161
51032,18,027
65096,18,029
46457,18,083
52092,18,093
51064,18,123
48370,18,131
62583,18,129
61148,18,171
48377,18,165
53402,18,003
54622,18,031
61754,18,043
49801,18,079
68712,18,081
62462,18,109
52620,18,051
45341,18,117
58402,18,085
54229,18,099
46943,18,163
42217,18,009
47123,18,143
57132,18,061
51101,18,091
50637,18,169
59574,18,073
51224,18,101
68044,18,127
59214,18,145
56295,18,137
56998,18,147
46517,18,153
55479,18,159
51844,18,157
43859,18,167
70648,18,173
94644,18,057
53808,18,033
60675,18,087
59045,18,005
50535,18,139
80567,18,011
49333,18,049
54249,18,089
53610,18,107
55033,18,113
51713,18,001
43317,18,041
61179,19,055
45017,19,185
64862,19,113
58803,19,163
53045,19,141
65475,19,011
61321,19,061
56273,19,079
49877,19,151
47518,19,175
47083,19,177
52005,19,159
51859,19,001
50397,19,009
51571,19,039
58464,19,051
55969,19,093
51043,19,107
49549,19,135
45233,19,179
67178,19,167
50800,19,025
65791,19,031
52902,19,033
54050,19,073
53872,19,083
50206,19,117
51002,19,189
52462,19,147
41111,19,007
58570,19,095
55727,19,099
62820,19,191
53520,19,157
54027,19,127
61111,19,015
68023,19,017
52742,19,089
48542,19,063
61167,19,081
64512,19,121
58492,19,125
50198,19,197
65264,39,097
45276,39,119
83288,27,037
55525,27,083
57886,27,129
52271,27,031
61856,27,093
59036,27,113
54935,27,167
65000,27,027
59451,27,045
57151,27,119
59644,27,135
51097,27,165
51920,27,011
50173,27,021
64765,27,049
57010,27,063
54149,27,105
85818,27,141
97895,27,019
53022,27,061
62304,27,123
55529,27,169
71690,28,089
31446,28,091
46698,48,449
49850,48,291
61709,48,497
42005,48,249
27832,48,127
95561,48,157
54706,48,235
57646,48,097
44657,48,115
56235,48,051
48463,48,245
63315,48,359
44597,48,141
33750,48,443
41752,48,463
64476,48,009
38398,48,215
53162,48,425
46013,48,207
41827,48,333
40950,48,351
71020,49,045
100453,49,043
39440,49,031
54212,49,001
51720,49,039
70408,49,049
64258,50,011
53040,50,003
41045,50,009
34273,51,530
36135,51,730
111574,51,600
78462,51,683
70664,51,800
80214,51,041
71376,51,093
40375,51,620
58933,51,540
68572,51,087
68720,51,101
59343,51,109
46189,51,147
49831,51,159
85330,51,177
77936,51,043
42025,51,117
61305,51,015
29226,51,051
136268,51,107
65467,51,161
53716,51,570
50511,51,021
46261,51,029
39432,51,580
74186,51,810
31938,51,640
54268,51,193
52638,51,155
36301,51,590
49170,51,009
46137,51,017
51884,51,700
43374,51,680
33224,51,690
52681,51,057
48049,51,790
36743,51,750
55484,51,045
52478,51,071
68438,51,157
44472,54,085
37679,54,043
59626,54,079
38642,54,005
43918,54,051
45655,54,093
34300,54,087
45958,54,107
40347,54,053
48563,54,073
76503,54,037
38123,54,045
54471,53,031
44846,53,049
58598,53,059
49913,53,009
54056,53,039
60452,53,017
67868,53,053
56533,53,071
82751,53,061
69592,53,067
71636,53,011
49142,53,001
62865,53,057
50744,53,043
51698,55,119
46742,55,099
48742,55,079
56268,55,033
62699,55,045
54143,55,115
43872,55,078
57134,55,011
55479,55,063
55711,55,035
56932,55,095
84331,55,133
44285,55,125
51056,55,057
74062,55,131
70541,55,025
59373,55,039
53140,55,091
57368,55,097
64519,56,023
64220,56,021
20845,72,075
17640,72,133
16374,72,057
33661,72,063
17402,72,087
16693,72,005
13435,72,083
19855,72,149
29434,72,031
15088,72,047
17173,72,113
24899,72,137
16347,72,003
19949,72,041
20829,72,089
18821,72,129
15071,72,039
15424,72,073
22509,72,119
19096,72,145
16922,72,059
13747,72,079
35392,01,093
51979,01,073
40459,01,059
41014,01,019
31602,01,047
32074,01,087
75761,01,117
55962,01,003
45496,01,069
52221,01,125
41225,01,027
34678,01,109
38301,01,037
30571,01,065
35000,01,053
39109,01,013
23561,01,105
33177,01,035
45340,01,007
39872,01,017
37458,01,057
48695,01,009
58786,01,001
38142,01,061
82306,02,261
63603,02,105
57583,02,275
51037,04,019
42092,04,007
48649,04,003
32963,04,001
50180,04,025
40054,04,017
50093,05,119
33935,05,021
36628,05,039
36870,05,121
43262,05,009
43523,05,063
51920,05,053
51930,05,045
35518,05,089
36390,05,129
46619,05,033
41262,05,059
43891,05,087
35900,05,061
37237,05,093
44000,05,139
79956,39,055
63475,39,085
48502,39,023
62111,39,075
43956,39,111
83330,39,165
52730,39,005
38706,40,133
50391,40,011
40000,40,029
60656,40,073
45828,40,095
41895,40,105
62949,40,131
59569,40,003
62863,40,027
38821,40,005
50037,40,043
62035,40,083
52103,40,147
39375,40,061
42175,40,111
37319,40,067
45066,40,049
49235,40,123
39265,40,063
52227,40,031
47413,40,117
45812,41,019
58344,41,053
63680,41,017
59484,41,071
43522,41,035
58655,41,003
44524,41,013
41797,41,025
44953,41,063
33456,41,069
43308,41,011
62935,41,027
64337,41,051
59713,42,055
49146,42,009
48224,42,111
63902,42,133
51457,42,015
96726,42,029
46877,42,063
61567,42,125
64247,42,103
62178,42,077
45625,42,031
47270,42,033
52407,42,081
48409,42,123
51112,42,047
48768,42,085
47346,42,113
70223,44,003
81301,44,009
24560,45,005
40080,45,023
33046,45,067
46056,45,073
61028,45,019
34203,45,069
35836,45,021
41930,45,053
31651,45,061
50179,45,083
63110,45,013
44486,45,081
54868,46,067
32500,46,017
43954,46,041
63564,46,065
54899,46,111
52438,46,059
54694,46,135
51700,46,005
47772,46,035
49519,46,073
71763,46,117
53600,46,107
46389,46,023
63594,46,091
58167,46,101
24257,46,121
53263,46,085
52729,46,115
56370,46,011
65050,46,057
43964,47,083
39798,47,071
38651,47,069
41818,47,139
40745,47,185
39851,47,171
38566,47,183
42889,47,007
47998,47,031
40335,47,073
36246,47,111
61774,47,147
58641,47,021
47528,47,055
46223,47,113
41004,47,137
38634,47,181
48945,47,003
43893,47,035
36077,47,025
41510,47,085
40888,47,141
42269,47,161
40233,47,039
36055,47,109
48140,47,011
42500,48,267
51935,48,467
69722,48,317
68814,48,501
37955,48,387
60543,48,435
50906,48,459
49619,48,481
81985,48,033
37283,48,315
54370,48,181
45979,48,363
53779,48,123
44602,48,059
49287,48,183
50473,48,303
65390,48,257
48555,48,153
76850,48,071
54184,48,027
50651,48,233
55700,48,361
59167,48,495
59238,48,053
56854,48,113
68750,48,311
62066,48,251
59280,48,205
42680,48,293
74625,48,367
33417,48,109
55039,48,169
71767,48,453
42750,48,087
43396,48,279
81875,48,301
37519,28,117
51142,28,059
37822,28,143
26732,28,021
41704,28,075
37946,28,127
34756,28,007
30009,28,027
29804,28,147
41379,28,115
40180,28,003
65169,28,033
44085,29,129
68367,29,047
39916,29,065
52500,29,227
41107,29,510
39058,29,023
45610,29,087
45862,29,139
40567,29,207
39621,29,221
50000,29,063
54661,29,107
39697,29,197
52087,29,029
46929,29,097
42019,29,119
44892,29,167
40929,29,179
42231,29,201
41625,29,011
57587,29,051
53439,29,073
40007,29,121
33390,29,155
32180,29,203
34372,29,067
43911,29,083
43373,29,109
40942,30,015
38287,30,053
42292,30,103
49514,30,097
47250,30,079
31029,30,035
39952,30,037
63785,30,095
48958,30,039
50247,30,057
54321,30,091
46365,30,003
62130,30,049
51270,30,063
48160,30,013
45893,30,033
49652,30,077
61499,30,031
44809,30,001
41612,30,065
41719,31,161
42049,31,129
51855,31,063
61688,31,055
55833,31,029
43854,31,005
49235,31,061
43295,31,095
53125,31,115
57241,31,137
50157,31,157
43856,31,105
54197,31,121
51482,31,021
55190,31,039
39479,31,075
45515,31,085
58978,31,027
52794,31,097
48545,31,071
46314,31,133
52083,31,183
59779,31,185
56528,31,037
51607,31,113
61962,31,143
41550,31,017
93583,32,015
77625,32,011
79990,34,021
111772,34,035
59989,34,001
85954,34,023
63690,34,009
77095,34,039
112535,34,019
115248,35,028
45084,35,061
51643,35,001
31028,35,011
36339,35,023
59420,35,043
46182,35,009
30875,35,021
50582,35,045
43197,35,005
37936,35,059
40775,35,041
38085,36,005
50248,36,035
65851,36,083
51862,36,043
49305,36,089
59813,36,113
78028,36,027
57479,36,055
63348,36,111
56071,36,051
53617,36,039
47033,36,003
47240,36,009
63785,36,093
54343,36,123
49800,37,087
37558,37,005
40393,37,045
55628,37,077
47535,37,093
58198,37,097
44315,37,147
40294,37,039
40829,37,193
44961,37,003
54428,37,031
48279,37,139
36773,37,173
39126,37,007
53175,37,069
43597,37,113
46629,37,175
36398,37,047
42346,37,123
36091,37,153
41068,37,171
50668,37,021
64174,37,025
47271,37,057
37005,37,091
52989,37,141
45268,37,189
35472,37,177
62870,38,097
60918,38,021
67753,38,101
62637,38,049
44313,38,005
68182,38,075
69719,38,015
68333,38,065
57313,38,071
52794,38,039
49261,38,083
57989,38,103
44682,39,099
39731,39,145
43591,39,105
43729,39,131
54976,39,061
44372,39,087
51170,39,157
52356,39,015
52270,39,043
62715,39,089
52394,39,019
64822,39,025
43297,39,071
56618,39,133
49361,39,013
48811,39,127
54201,48,395
50818,48,441
40407,48,455
53683,48,019
42798,48,079
75356,48,091
34297,48,225
43157,48,375
55889,48,415
48000,48,433
45457,48,049
42032,48,025
70398,48,103
45329,48,307
55000,48,287
72213,48,139
52473,48,265
38032,48,145
47648,19,137
52950,19,123
61409,19,019
42614,19,053
55904,20,085
51597,20,109
44873,20,209
56186,20,027
50515,20,169
60450,20,197
45221,20,123
48667,20,005
56573,20,055
71184,20,103
46726,20,187
55568,20,119
54029,20,151
46274,20,003
49185,20,061
53072,20,057
50234,20,117
46833,20,023
48087,20,035
55486,20,059
42552,20,089
50764,20,159
46295,20,017
57566,20,203
49891,20,137
50198,20,009
49293,20,047
40598,20,165
51262,20,115
51971,20,143
50613,20,007
48167,20,041
47470,21,223
40463,21,105
57469,21,179
45610,21,081
43842,21,141
52620,21,191
77738,21,215
40837,21,011
43274,21,021
26324,21,095
39833,21,137
34167,21,171
42844,21,225
40219,21,035
49836,21,059
45389,21,101
29326,21,119
43110,21,177
37921,21,199
39346,21,001
32906,21,057
23972,21,129
31096,21,135
62629,21,239
56728,21,113
29856,21,133
44486,21,145
36897,21,235
31267,21,071
23273,21,147
35809,21,169
37639,21,205
52938,21,049
43258,21,041
31337,21,065
49343,21,089
33067,21,043
53089,22,057
39653,22,053
55510,22,125
50738,22,011
32180,22,039
34154,22,061
30358,22,119
47797,22,047
33333,22,067
48866,22,109
27303,22,027
38077,22,009
44269,22,077
47772,22,115
39465,22,085
36868,22,059
55180,23,015
39470,23,021
41384,23,029
62131,23,023
52929,23,011
53068,23,009
42165,24,039
44065,24,001
81969,24,033
91999,24,021
56009,24,029
71895,25,027
44483,26,033
76387,26,125
48329,26,121
58952,26,087
45277,26,151
38906,26,131
39735,26,001
46004,26,079
40150,26,129
44166,26,165
48966,26,043
50940,26,065
45508,26,109
44766,26,113
52351,26,159
61016,26,015
56639,26,019
40747,26,153
61485,26,055
47006,26,049
80897,26,093
47172,26,101
43290,26,051
38528,05,075
41196,05,029
39466,05,001
57509,05,085
50129,06,047
45149,06,049
52874,06,027
57387,06,099
42899,06,103
81977,06,069
80582,06,017
104552,06,075
47518,06,107
63240,06,057
52884,06,039
38497,06,105
60164,06,071
84357,06,061
77609,06,095
56704,06,011
53865,06,031
51261,06,019
84017,06,111
70908,08,123
44644,08,027
115314,08,035
64372,08,067
38639,08,105
34392,08,011
46563,08,111
48922,08,075
65382,08,119
96658,08,039
49423,08,073
39191,08,003
46296,08,043
48739,08,085
34410,08,109
52188,08,053
70469,08,049
34136,08,089
78314,09,005
71368,09,011
92969,09,001
58775,10,001
56137,12,057
62778,12,129
44291,12,045
50063,12,097
53785,12,131
48173,12,065
37594,12,049
40367,12,093
42357,12,041
49078,12,001
49225,12,015
57959,12,085
58644,12,115
41424,12,017
66242,12,113
57333,12,011
67023,12,087
46970,13,313
43850,13,285
74261,13,145
46076,13,321
39701,13,109
35755,13,307
41686,13,125
54911,13,051
39104,13,173
51701,13,195
41358,13,147
47114,13,191
51245,13,237
34730,13,301
71322,13,029
56397,13,039
31567,13,099
38266,13,069
49389,13,123
35106,13,317
44313,13,129
79670,13,057
65420,13,177
49755,13,133
38408,13,075
64787,13,121
47488,13,187
42927,13,201
88308,13,219
68609,13,151
55439,13,183
43416,13,257
36529,13,293
42802,13,225
44167,13,229
37588,13,251
45373,13,011
25000,13,061
59280,13,089
62495,13,157
41014,13,181
38770,13,235
43927,13,281
38341,13,287
39561,13,001
49985,16,077
51058,16,071
48222,16,063
56613,16,041
49306,16,053
50663,16,067
51968,16,013
43507,16,021
48638,16,047
54265,16,007
56609,16,019
42348,16,035
37921,16,059
48710,16,017
39957,16,037
36031,16,065
68818,16,081
82906,15,003
45384,17,183
54158,17,023
56293,17,049
56862,17,065
50923,17,087
56200,17,105
62342,17,179
49607,17,187
57890,17,119
58011,17,131
34709,17,003
52107,17,157
50444,17,115
49764,17,191
41414,17,055
43724,17,109
59623,17,139
40671,17,151
51157,17,173
51692,17,019
51120,17,053
91764,17,093
46102,17,121
45596,17,125
48895,18,149
49177,18,055
44228,18,177
58994,18,037
73142,18,059
61148,18,115
48788,18,121
46188,18,007
56169,18,133
47078,18,175
48235,18,065
47436,18,095
52527,18,125
56101,18,151
56265,18,179
42705,18,035
51119,18,077
47460,18,103
53146,18,111
50938,18,141
47929,18,155
56429,18,015
52208,18,069
55086,18,181
44772,18,075
54240,18,019
43378,19,101
51057,19,005
84790,19,049
55999,19,023
54281,19,071
48717,19,173
54329,19,195
49229,19,003
55385,19,037
58099,19,059
61640,19,103
55898,19,171
53742,19,069
57674,19,027
48110,19,067
53943,19,115
64352,19,119
55489,19,165
52428,19,087
49974,19,145
57467,19,155
52828,19,043
54556,19,021
57075,19,077
52219,19,091
61769,19,183
